target_species	prestwick_ID	human_use	n_hit	hit
human	Prestw-697	TRUE	0	FALSE
human	Prestw-698	TRUE	0	FALSE
human	Prestw-699	TRUE	19	TRUE
human	Prestw-7	TRUE	0	FALSE
human	Prestw-701	TRUE	0	FALSE
human	Prestw-703	TRUE	1	TRUE
human	Prestw-704	TRUE	0	FALSE
human	Prestw-706	TRUE	1	TRUE
human	Prestw-707	TRUE	0	FALSE
human	Prestw-709	TRUE	0	FALSE
human	Prestw-712	TRUE	0	FALSE
human	Prestw-713	TRUE	0	FALSE
human	Prestw-714	TRUE	3	TRUE
human	Prestw-716	TRUE	0	FALSE
human	Prestw-717	TRUE	0	FALSE
human	Prestw-718	TRUE	1	TRUE
human	Prestw-72	TRUE	0	FALSE
human	Prestw-721	TRUE	0	FALSE
human	Prestw-725	TRUE	0	FALSE
human	Prestw-726	TRUE	0	FALSE
human	Prestw-73	TRUE	0	FALSE
human	Prestw-730	TRUE	0	FALSE
human	Prestw-732	TRUE	23	TRUE
human	Prestw-733	TRUE	0	FALSE
human	Prestw-734	TRUE	0	FALSE
human	Prestw-735	TRUE	0	FALSE
human	Prestw-738	TRUE	0	FALSE
human	Prestw-739	TRUE	0	FALSE
human	Prestw-74	TRUE	0	FALSE
human	Prestw-743	TRUE	0	FALSE
human	Prestw-746	TRUE	0	FALSE
human	Prestw-749	TRUE	0	FALSE
human	Prestw-75	TRUE	0	FALSE
human	Prestw-751	TRUE	0	FALSE
human	Prestw-752	TRUE	0	FALSE
human	Prestw-754	TRUE	0	FALSE
human	Prestw-756	TRUE	15	TRUE
human	Prestw-757	TRUE	6	TRUE
human	Prestw-759	TRUE	0	FALSE
human	Prestw-76	TRUE	0	FALSE
human	Prestw-760	TRUE	0	FALSE
human	Prestw-761	TRUE	1	TRUE
human	Prestw-763	TRUE	0	FALSE
human	Prestw-767	TRUE	1	TRUE
human	Prestw-77	TRUE	0	FALSE
human	Prestw-770	TRUE	0	FALSE
human	Prestw-771	TRUE	0	FALSE
human	Prestw-772	TRUE	2	TRUE
human	Prestw-773	TRUE	0	FALSE
human	Prestw-774	TRUE	0	FALSE
human	Prestw-776	TRUE	0	FALSE
human	Prestw-779	TRUE	0	FALSE
human	Prestw-78	TRUE	13	TRUE
human	Prestw-781	TRUE	0	FALSE
human	Prestw-784	TRUE	0	FALSE
human	Prestw-785	TRUE	10	TRUE
human	Prestw-786	TRUE	0	FALSE
human	Prestw-788	TRUE	0	FALSE
human	Prestw-789	TRUE	0	FALSE
human	Prestw-79	TRUE	0	FALSE
human	Prestw-791	TRUE	0	FALSE
human	Prestw-793	TRUE	0	FALSE
human	Prestw-795	TRUE	0	FALSE
human	Prestw-797	TRUE	1	TRUE
human	Prestw-798	TRUE	18	TRUE
human	Prestw-799	TRUE	2	TRUE
human	Prestw-80	TRUE	0	FALSE
human	Prestw-800	TRUE	0	FALSE
human	Prestw-801	TRUE	0	FALSE
human	Prestw-802	TRUE	0	FALSE
human	Prestw-803	TRUE	0	FALSE
human	Prestw-806	TRUE	0	FALSE
human	Prestw-807	TRUE	0	FALSE
human	Prestw-809	TRUE	0	FALSE
human	Prestw-812	TRUE	0	FALSE
human	Prestw-813	TRUE	0	FALSE
human	Prestw-815	TRUE	0	FALSE
human	Prestw-816	TRUE	0	FALSE
human	Prestw-818	TRUE	0	FALSE
human	Prestw-820	TRUE	0	FALSE
human	Prestw-822	TRUE	0	FALSE
human	Prestw-824	TRUE	0	FALSE
human	Prestw-825	TRUE	0	FALSE
human	Prestw-826	TRUE	0	FALSE
human	Prestw-827	TRUE	0	FALSE
human	Prestw-829	TRUE	0	FALSE
human	Prestw-83	TRUE	0	FALSE
human	Prestw-830	TRUE	5	TRUE
human	Prestw-831	TRUE	0	FALSE
human	Prestw-833	TRUE	0	FALSE
human	Prestw-836	TRUE	0	FALSE
human	Prestw-837	TRUE	2	TRUE
human	Prestw-838	TRUE	1	TRUE
human	Prestw-840	TRUE	11	TRUE
human	Prestw-842	TRUE	7	TRUE
human	Prestw-844	TRUE	0	FALSE
human	Prestw-846	TRUE	0	FALSE
human	Prestw-847	TRUE	0	FALSE
human	Prestw-848	TRUE	0	FALSE
human	Prestw-85	TRUE	0	FALSE
human	Prestw-850	TRUE	0	FALSE
human	Prestw-851	TRUE	0	FALSE
human	Prestw-853	TRUE	0	FALSE
human	Prestw-855	TRUE	0	FALSE
human	Prestw-856	TRUE	0	FALSE
human	Prestw-857	TRUE	0	FALSE
human	Prestw-858	TRUE	1	TRUE
human	Prestw-859	TRUE	0	FALSE
human	Prestw-861	TRUE	0	FALSE
human	Prestw-862	TRUE	1	TRUE
human	Prestw-863	TRUE	0	FALSE
human	Prestw-865	TRUE	3	TRUE
human	Prestw-866	TRUE	1	TRUE
human	Prestw-868	TRUE	0	FALSE
human	Prestw-87	TRUE	0	FALSE
human	Prestw-871	TRUE	0	FALSE
human	Prestw-872	TRUE	0	FALSE
human	Prestw-873	TRUE	0	FALSE
human	Prestw-874	TRUE	0	FALSE
human	Prestw-875	TRUE	1	TRUE
human	Prestw-877	TRUE	0	FALSE
human	Prestw-878	TRUE	0	FALSE
human	Prestw-88	TRUE	0	FALSE
human	Prestw-880	TRUE	0	FALSE
human	Prestw-881	TRUE	0	FALSE
human	Prestw-882	TRUE	0	FALSE
human	Prestw-888	TRUE	6	TRUE
human	Prestw-893	TRUE	0	FALSE
human	Prestw-895	TRUE	0	FALSE
human	Prestw-896	TRUE	0	FALSE
human	Prestw-899	TRUE	0	FALSE
human	Prestw-9	TRUE	0	FALSE
human	Prestw-90	TRUE	0	FALSE
human	Prestw-900	TRUE	0	FALSE
human	Prestw-901	TRUE	0	FALSE
human	Prestw-904	TRUE	0	FALSE
human	Prestw-905	TRUE	0	FALSE
human	Prestw-906	TRUE	2	TRUE
human	Prestw-907	TRUE	0	FALSE
human	Prestw-908	TRUE	0	FALSE
human	Prestw-909	TRUE	0	FALSE
human	Prestw-911	TRUE	0	FALSE
human	Prestw-912	TRUE	0	FALSE
human	Prestw-914	TRUE	0	FALSE
human	Prestw-916	TRUE	0	FALSE
human	Prestw-917	TRUE	0	FALSE
human	Prestw-918	TRUE	1	TRUE
human	Prestw-92	TRUE	0	FALSE
human	Prestw-921	TRUE	0	FALSE
human	Prestw-923	TRUE	0	FALSE
human	Prestw-927	TRUE	0	FALSE
human	Prestw-928	TRUE	2	TRUE
human	Prestw-929	TRUE	0	FALSE
human	Prestw-93	TRUE	0	FALSE
human	Prestw-930	TRUE	8	TRUE
human	Prestw-931	TRUE	0	FALSE
human	Prestw-933	TRUE	0	FALSE
human	Prestw-935	TRUE	0	FALSE
human	Prestw-937	TRUE	0	FALSE
human	Prestw-939	TRUE	0	FALSE
human	Prestw-94	TRUE	7	TRUE
human	Prestw-942	TRUE	0	FALSE
human	Prestw-943	TRUE	0	FALSE
human	Prestw-944	TRUE	0	FALSE
human	Prestw-945	TRUE	1	TRUE
human	Prestw-946	TRUE	0	FALSE
human	Prestw-947	TRUE	0	FALSE
human	Prestw-948	TRUE	0	FALSE
human	Prestw-949	TRUE	0	FALSE
human	Prestw-95	TRUE	2	TRUE
human	Prestw-953	TRUE	0	FALSE
human	Prestw-954	TRUE	0	FALSE
human	Prestw-956	TRUE	0	FALSE
human	Prestw-957	TRUE	0	FALSE
human	Prestw-958	TRUE	0	FALSE
human	Prestw-959	TRUE	0	FALSE
human	Prestw-96	TRUE	0	FALSE
human	Prestw-960	TRUE	0	FALSE
human	Prestw-966	TRUE	0	FALSE
human	Prestw-968	TRUE	0	FALSE
human	Prestw-971	TRUE	0	FALSE
human	Prestw-973	TRUE	0	FALSE
human	Prestw-975	TRUE	1	TRUE
human	Prestw-978	TRUE	0	FALSE
human	Prestw-979	TRUE	0	FALSE
human	Prestw-980	TRUE	0	FALSE
human	Prestw-982	TRUE	0	FALSE
human	Prestw-986	TRUE	0	FALSE
human	Prestw-99	TRUE	0	FALSE
human	Prestw-991	TRUE	1	TRUE
human	Prestw-992	TRUE	1	TRUE
human	Prestw-994	TRUE	1	TRUE
human	Prestw-995	TRUE	0	FALSE
human	Prestw-997	TRUE	0	FALSE
human	Prestw-998	TRUE	7	TRUE
metazoan parasites	Prestw-1040	TRUE	15	TRUE
metazoan parasites	Prestw-1416	TRUE	0	FALSE
metazoan parasites	Prestw-156	TRUE	5	TRUE
metazoan parasites	Prestw-182	TRUE	0	FALSE
metazoan parasites	Prestw-210	TRUE	2	TRUE
metazoan parasites	Prestw-212	TRUE	0	FALSE
metazoan parasites	Prestw-217	TRUE	0	FALSE
metazoan parasites	Prestw-247	TRUE	2	TRUE
metazoan parasites	Prestw-260	TRUE	0	FALSE
metazoan parasites	Prestw-284	TRUE	0	FALSE
metazoan parasites	Prestw-355	TRUE	6	TRUE
metazoan parasites	Prestw-398	TRUE	0	FALSE
metazoan parasites	Prestw-40	TRUE	36	TRUE
metazoan parasites	Prestw-469	TRUE	39	TRUE
metazoan parasites	Prestw-51	TRUE	1	TRUE
metazoan parasites	Prestw-545	TRUE	0	FALSE
metazoan parasites	Prestw-660	TRUE	11	TRUE
metazoan parasites	Prestw-936	TRUE	0	FALSE
metazoan parasites	Prestw-97	TRUE	1	TRUE
not a drug	Prestw-1007	FALSE	0	FALSE
not a drug	Prestw-1008	FALSE	0	FALSE
not a drug	Prestw-1026	FALSE	0	FALSE
not a drug	Prestw-1048	FALSE	0	FALSE
not a drug	Prestw-1054	FALSE	0	FALSE
not a drug	Prestw-1071	FALSE	0	FALSE
not a drug	Prestw-1087	FALSE	0	FALSE
not a drug	Prestw-1090	FALSE	0	FALSE
not a drug	Prestw-1177	FALSE	0	FALSE
not a drug	Prestw-1195	FALSE	7	TRUE
not a drug	Prestw-123	FALSE	0	FALSE
not a drug	Prestw-1292	FALSE	0	FALSE
not a drug	Prestw-1325	FALSE	0	FALSE
not a drug	Prestw-1351	FALSE	4	TRUE
not a drug	Prestw-1387	FALSE	0	FALSE
not a drug	Prestw-1435	FALSE	0	FALSE
not a drug	Prestw-1602	FALSE	3	TRUE
not a drug	Prestw-181	FALSE	0	FALSE
not a drug	Prestw-189	FALSE	0	FALSE
not a drug	Prestw-2	FALSE	0	FALSE
not a drug	Prestw-200	FALSE	0	FALSE
not a drug	Prestw-30	FALSE	0	FALSE
not a drug	Prestw-300	FALSE	0	FALSE
not a drug	Prestw-328	FALSE	0	FALSE
not a drug	Prestw-331	FALSE	0	FALSE
not a drug	Prestw-335	FALSE	0	FALSE
not a drug	Prestw-338	FALSE	1	TRUE
not a drug	Prestw-356	FALSE	0	FALSE
not a drug	Prestw-38	FALSE	0	FALSE
not a drug	Prestw-393	FALSE	0	FALSE
not a drug	Prestw-400	FALSE	0	FALSE
not a drug	Prestw-405	FALSE	0	FALSE
not a drug	Prestw-406	FALSE	0	FALSE
not a drug	Prestw-413	FALSE	0	FALSE
not a drug	Prestw-432	FALSE	0	FALSE
not a drug	Prestw-443	FALSE	0	FALSE
not a drug	Prestw-481	FALSE	0	FALSE
not a drug	Prestw-530	FALSE	0	FALSE
not a drug	Prestw-531	FALSE	0	FALSE
not a drug	Prestw-532	FALSE	0	FALSE
not a drug	Prestw-546	FALSE	0	FALSE
not a drug	Prestw-550	FALSE	0	FALSE
not a drug	Prestw-559	FALSE	0	FALSE
not a drug	Prestw-617	FALSE	0	FALSE
not a drug	Prestw-641	FALSE	0	FALSE
not a drug	Prestw-652	FALSE	0	FALSE
not a drug	Prestw-659	FALSE	0	FALSE
not a drug	Prestw-676	FALSE	0	FALSE
not a drug	Prestw-71	FALSE	0	FALSE
not a drug	Prestw-722	FALSE	0	FALSE
not a drug	Prestw-737	FALSE	0	FALSE
not a drug	Prestw-740	FALSE	31	TRUE
not a drug	Prestw-741	FALSE	0	FALSE
not a drug	Prestw-750	FALSE	0	FALSE
not a drug	Prestw-765	FALSE	0	FALSE
not a drug	Prestw-778	FALSE	4	TRUE
not a drug	Prestw-783	FALSE	0	FALSE
not a drug	Prestw-790	FALSE	0	FALSE
not a drug	Prestw-792	FALSE	6	TRUE
not a drug	Prestw-794	FALSE	0	FALSE
not a drug	Prestw-796	FALSE	0	FALSE
not a drug	Prestw-835	FALSE	0	FALSE
not a drug	Prestw-845	FALSE	1	TRUE
not a drug	Prestw-860	FALSE	0	FALSE
not a drug	Prestw-864	FALSE	0	FALSE
not a drug	Prestw-870	FALSE	1	TRUE
not a drug	Prestw-883	FALSE	0	FALSE
not a drug	Prestw-887	FALSE	0	FALSE
not a drug	Prestw-894	FALSE	1	TRUE
not a drug	Prestw-898	FALSE	0	FALSE
not a drug	Prestw-91	FALSE	0	FALSE
not a drug	Prestw-910	FALSE	0	FALSE
not a drug	Prestw-915	FALSE	0	FALSE
not a drug	Prestw-920	FALSE	0	FALSE
not a drug	Prestw-922	FALSE	0	FALSE
not a drug	Prestw-924	FALSE	0	FALSE
not a drug	Prestw-926	FALSE	0	FALSE
not a drug	Prestw-932	FALSE	0	FALSE
not a drug	Prestw-938	FALSE	0	FALSE
not a drug	Prestw-941	FALSE	0	FALSE
not a drug	Prestw-961	FALSE	0	FALSE
not a drug	Prestw-972	FALSE	0	FALSE
not a drug	Prestw-974	FALSE	0	FALSE
not a drug	Prestw-976	FALSE	1	TRUE
not a drug	Prestw-977	FALSE	0	FALSE
not a drug	Prestw-98	FALSE	0	FALSE
not a drug	Prestw-981	FALSE	0	FALSE
not a drug	Prestw-983	FALSE	0	FALSE
protozoa	Prestw-1024	TRUE	33	TRUE
protozoa	Prestw-1031	TRUE	5	TRUE
protozoa	Prestw-126	TRUE	13	TRUE
protozoa	Prestw-1284	TRUE	0	FALSE
protozoa	Prestw-1340	TRUE	33	TRUE
protozoa	Prestw-280	TRUE	0	FALSE
protozoa	Prestw-309	TRUE	3	TRUE
protozoa	Prestw-318	TRUE	5	TRUE
protozoa	Prestw-37	TRUE	19	TRUE
protozoa	Prestw-476	TRUE	0	FALSE
protozoa	Prestw-492	TRUE	35	TRUE
protozoa	Prestw-498	TRUE	1	TRUE
protozoa	Prestw-534	TRUE	2	TRUE
protozoa	Prestw-548	TRUE	0	FALSE
protozoa	Prestw-553	TRUE	32	TRUE
protozoa	Prestw-649	TRUE	0	FALSE
protozoa	Prestw-884	TRUE	0	FALSE
protozoa	Prestw-886	TRUE	29	TRUE
protozoa	Prestw-903	TRUE	1	TRUE
protozoa	Prestw-999	TRUE	0	FALSE
veterinary: host animal	Prestw-1022	FALSE	0	FALSE
veterinary: host animal	Prestw-1117	FALSE	0	FALSE
veterinary: host animal	Prestw-1261	FALSE	0	FALSE
veterinary: host animal	Prestw-598	FALSE	0	FALSE
veterinary: host animal	Prestw-6	FALSE	0	FALSE
veterinary: host animal	Prestw-744	FALSE	2	TRUE
veterinary: host animal	Prestw-963	FALSE	13	TRUE
veterinary: infections	Prestw-1005	FALSE	7	TRUE
veterinary: infections	Prestw-1094	FALSE	0	FALSE
veterinary: infections	Prestw-1121	FALSE	39	TRUE
veterinary: infections	Prestw-1353	FALSE	37	TRUE
veterinary: infections	Prestw-222	FALSE	0	FALSE
veterinary: infections	Prestw-522	FALSE	35	TRUE
veterinary: infections	Prestw-715	FALSE	0	FALSE
veterinary: infections	Prestw-748	FALSE	33	TRUE
veterinary: infections	Prestw-764	FALSE	38	TRUE
veterinary: infections	Prestw-823	FALSE	1	TRUE
veterinary: infections	Prestw-834	FALSE	37	TRUE
veterinary: infections	Prestw-955	FALSE	40	TRUE
veterinary: metazoan parasites	Prestw-1110	FALSE	5	TRUE
veterinary: metazoan parasites	Prestw-1115	FALSE	35	TRUE
veterinary: metazoan parasites	Prestw-1385	FALSE	36	TRUE
veterinary: metazoan parasites	Prestw-1394	FALSE	9	TRUE
veterinary: metazoan parasites	Prestw-1459	FALSE	0	FALSE
veterinary: metazoan parasites	Prestw-1460	FALSE	1	TRUE
veterinary: metazoan parasites	Prestw-540	FALSE	0	FALSE
veterinary: metazoan parasites	Prestw-61	FALSE	0	FALSE
veterinary: metazoan parasites	Prestw-731	FALSE	0	FALSE
veterinary: metazoan parasites	Prestw-8	FALSE	0	FALSE
veterinary: metazoan parasites	Prestw-951	FALSE	0	FALSE
viruses	Prestw-1037	TRUE	0	FALSE
viruses	Prestw-1056	TRUE	11	TRUE
viruses	Prestw-1114	TRUE	4	TRUE
viruses	Prestw-1249	TRUE	0	FALSE
viruses	Prestw-1279	TRUE	0	FALSE
viruses	Prestw-1291	TRUE	1	TRUE
viruses	Prestw-1298	TRUE	0	FALSE
viruses	Prestw-1331	TRUE	0	FALSE
viruses	Prestw-1400	TRUE	10	TRUE
viruses	Prestw-1488	TRUE	0	FALSE
viruses	Prestw-1505	TRUE	0	FALSE
viruses	Prestw-1512	TRUE	1	TRUE
viruses	Prestw-153	TRUE	0	FALSE
viruses	Prestw-1604	TRUE	0	FALSE
viruses	Prestw-18	TRUE	5	TRUE
viruses	Prestw-333	TRUE	12	TRUE
viruses	Prestw-768	TRUE	1	TRUE
viruses	Prestw-782	TRUE	0	FALSE
viruses	Prestw-839	TRUE	0	FALSE
viruses	Prestw-84	TRUE	0	FALSE
viruses	Prestw-86	TRUE	0	FALSE
viruses	Prestw-993	TRUE	3	TRUE
